periode_data,tanggal,stasiun,pm10,pm2.5,so2,co,o3,no2,max,kritis,kategori
202003,2020-03-10,BAIK,32,,21.0,39.0,43,4,43,4,O3
202003,2020-03-11,BAIK,25,,20.0,36.0,41,4,41,4,O3
202003,2020-03-12,SEDANG,34,,20.0,46.0,63,4,63,4,O3
202003,2020-03-13,SEDANG,44,,19.0,58.0,72,10,72,4,O3
202003,2020-03-14,SEDANG,32,,19.0,51.0,69,6,69,4,O3
202003,2020-03-15,TIDAK,66,,22.0,59.0,179,8,179,4,O3
202003,2020-03-16,SEDANG,53,,18.0,63.0,92,8,92,4,O3
202003,2020-03-17,SEDANG,48,,19.0,62.0,70,9,70,4,O3
202003,2020-03-18,TIDAK,40,,18.0,38.0,101,9,101,4,O3
202003,2020-03-19,SEDANG,45,,18.0,35.0,90,6,90,4,O3
202003,2020-03-20,SEDANG,69,,,33.0,99,7,99,4,O3
202003,2020-03-21,SEDANG,51,,,11.0,83,8,83,4,O3
202003,2020-03-22,SEDANG,42,,,15.0,84,6,84,4,O3
202003,2020-03-23,SEDANG,27,,,5.0,71,7,71,4,O3
202003,2020-03-24,TIDAK,52,,,14.0,105,7,105,4,O3
202003,2020-03-25,SEDANG,70,,,25.0,93,11,93,4,O3
202003,2020-03-26,SEDANG,34,,,6.0,99,5,99,4,O3
202003,2020-03-27,SEDANG,44,,,9.0,67,5,67,4,O3
202003,2020-03-28,TIDAK,40,,,6.0,117,5,117,4,O3
202003,2020-03-29,TIDAK,58,,11.0,12.0,124,6,124,4,O3
202003,2020-03-30,SEDANG,65,,14.0,11.0,91,7,91,4,O3
202003,2020-03-31,SEDANG,53,,9.0,10.0,76,5,76,4,O3
202003,2020-03-31,SEDANG,47,,11.0,14.0,96,6,96,4,O3
202004,2020-04-01,DKI5,51,,25.0,35.0,129,10,129,O3,TIDAK SEHAT
202004,2020-04-02,DKI2,55,,25.0,22.0,57,7,57,O3,SEDANG
202004,2020-04-03,DKI2,55,,27.0,22.0,62,6,62,O3,SEDANG
202004,2020-04-04,DKI2,66,,28.0,25.0,83,7,83,O3,SEDANG
202004,2020-04-05,DKI5,66,,28.0,19.0,103,8,103,O3,TIDAK SEHAT
202004,2020-04-06,DKI5,56,,26.0,29.0,73,9,73,O3,SEDANG
202004,2020-04-07,DKI5,42,,25.0,23.0,56,9,56,O3,SEDANG
202004,2020-04-08,DKI5,33,,26.0,13.0,69,7,69,O3,SEDANG
202004,2020-04-09,DKI5,59,,28.0,19.0,73,10,73,O3,SEDANG
202004,2020-04-10,DKI5,65,,27.0,26.0,132,12,132,O3,TIDAK SEHAT
202004,2020-04-11,DKI5,109,,27.0,18.0,135,6,135,O3,TIDAK SEHAT
202004,2020-04-12,DKI5,82,,27.0,31.0,136,13,136,O3,TIDAK SEHAT
202004,2020-04-13,DKI5,52,,26.0,17.0,86,9,86,O3,SEDANG
202004,2020-04-14,DKI5,54,,28.0,22.0,109,10,109,O3,TIDAK SEHAT
202004,2020-04-15,DKI5,57,,27.0,19.0,109,11,109,O3,TIDAK SEHAT
202004,2020-04-16,DKI5,60,,27.0,17.0,87,13,87,O3,SEDANG
202004,2020-04-17,DKI3,60,,27.0,19.0,92,11,92,O3,SEDANG
202004,2020-04-18,DKI5,53,,28.0,15.0,100,10,100,O3,SEDANG
202004,2020-04-19,DKI5,73,,29.0,20.0,147,14,147,O3,TIDAK SEHAT
202004,2020-04-20,DKI5,78,,28.0,20.0,116,9,116,O3,TIDAK SEHAT
202004,2020-04-21,DKI4,69,,28.0,17.0,59,10,69,PM10,SEDANG
202004,2020-04-22,DKI4,111,,31.0,26.0,75,11,111,PM10,TIDAK SEHAT
202004,2020-04-23,DKI5,66,,27.0,17.0,88,9,88,O3,SEDANG
202004,2020-04-24,DKI4,71,,27.0,22.0,70,8,71,PM10,SEDANG
202004,2020-04-25,DKI5,64,,26.0,29.0,77,9,77,O3,SEDANG
202004,2020-04-26,DKI5,75,,26.0,23.0,101,10,101,O3,TIDAK SEHAT
202004,2020-04-27,DKI5,51,,25.0,18.0,131,8,131,O3,TIDAK SEHAT
202004,2020-04-28,DKI5,59,,20.0,22.0,82,13,82,O3,SEDANG
202004,2020-04-29,DKI5,67,,25.0,19.0,85,11,85,O3,SEDANG
202004,2020-04-30,DKI4,80,,22.0,37.0,77,17,76,PM10,SEDANG
202009,2020-09-01,DKI4,71,,51.0,11.0,37,22,104,PM25,TIDAK SEHAT
202009,2020-09-02,DKI2,72,,51.0,12.0,38,28,97,PM25,SEDANG
202009,2020-09-03,DKI5,80,,49.0,13.0,39,26,99,PM25,SEDANG
202009,2020-09-04,DKI5,66,,50.0,15.0,35,17,98,PM25,SEDANG
202009,2020-09-05,DKI4,70,,49.0,15.0,46,22,110,PM25,TIDAK SEHAT
202009,2020-09-06,DKI4,75,,51.0,14.0,53,23,105,PM25,TIDAK SEHAT
202009,2020-09-07,DKI4,72,,51.0,16.0,60,22,131,PM25,TIDAK SEHAT
202009,2020-09-08,DKI4,78,,52.0,11.0,37,23,125,PM25,TIDAK SEHAT
202009,2020-09-09,DKI4,82,,52.0,11.0,34,19,105,PM25,TIDAK SEHAT
202009,2020-09-10,DKI5,77,,50.0,11.0,42,24,97,PM25,SEDANG
202009,2020-09-11,DKI4,89,,51.0,17.0,50,35,113,PM25,TIDAK SEHAT
202009,2020-09-12,DKI5,67,,50.0,13.0,50,25,103,PM25,TIDAK SEHAT
202009,2020-09-13,DKI2,72,,51.0,12.0,55,19,93,PM25,SEDANG
202009,2020-09-14,DKI4,72,,53.0,13.0,56,23,106,PM25,TIDAK SEHAT
202009,2020-09-15,DKI4,57,,52.0,17.0,45,23,91,PM25,SEDANG
202009,2020-09-16,DKI2,67,,50.0,15.0,41,30,89,PM25,SEDANG
202006,2020-06-01,DKI5,61,,23.0,22.0,69,10,69,O3,SEDANG
202006,2020-06-02,DKI5,50,,22.0,20.0,57,8,57,O3,SEDANG
202006,2020-06-03,DKI5,47,,21.0,14.0,48,11,48,O3,BAIK
202006,2020-06-04,DKI3,56,,31.0,18.0,41,11,56,PM10,SEDANG
202006,2020-06-05,DKI5,62,,24.0,17.0,96,12,96,O3,SEDANG
202006,2020-06-06,DKI5,69,,24.0,16.0,98,14,98,O3,SEDANG
202006,2020-06-07,DKI3,66,,26.0,19.0,96,15,96,O3,SEDANG
202006,2020-06-08,DKI4,72,,23.0,23.0,56,12,72,PM10,SEDANG
202006,2020-06-09,DKI4,81,,24.0,38.0,61,13,81,PM10,SEDANG
202006,2020-06-10,DKI1,67,,21.0,24.0,61,14,67,PM10,SEDANG
202006,2020-06-11,DKI5,63,,24.0,17.0,79,10,79,O3,SEDANG
202006,2020-06-12,DKI5,55,,22.0,14.0,97,13,97,O3,SEDANG
202006,2020-06-13,DKI5,68,,24.0,14.0,99,12,99,O3,SEDANG
202006,2020-06-14,DKI5,64,,30.0,17.0,97,12,97,O3,SEDANG
202006,2020-06-15,DKI5,76,,23.0,18.0,95,13,95,O3,SEDANG
202006,2020-06-16,DKI4,74,,24.0,24.0,59,11,74,PM10,SEDANG
202006,2020-06-17,DKI2,74,,23.0,20.0,73,12,74,PM10,SEDANG
202006,2020-06-18,DKI5,67,,24.0,20.0,79,9,79,O3,SEDANG
202006,2020-06-19,DKI5,57,,22.0,14.0,75,11,75,O3,SEDANG
202006,2020-06-20,DKI5,73,,23.0,20.0,92,17,92,O3,SEDANG
202006,2020-06-21,DKI5,67,,22.0,17.0,90,10,90,O3,SEDANG
202006,2020-06-22,DKI3,71,,25.0,19.0,69,11,71,PM10,SEDANG
202006,2020-06-23,DKI2,58,,22.0,21.0,70,15,70,O3,SEDANG
202006,2020-06-24,DKI2,58,,22.0,16.0,124,19,124,O3,TIDAK SEHAT
202006,2020-06-25,DKI5,80,,25.0,53.0,85,23,85,O3,SEDANG
202006,2020-06-26,DKI5,78,,24.0,23.0,97,19,97,O3,SEDANG
202006,2020-06-27,DKI2,75,,25.0,18.0,69,14,75,PM10,SEDANG
202006,2020-06-28,DKI3,80,,25.0,16.0,81,11,81,O3,SEDANG
202006,2020-06-29,DKI5,78,,24.0,15.0,90,15,90,O3,SEDANG
202006,2020-06-30,DKI5,79,,24.0,18.0,86,15,86,O3,SEDANG
202007,2020-07-01,DKI5,74,,29.0,15.0,94,14,94,O3,SEDANG
202007,2020-07-02,DKI2,79,,24.0,20.0,71,13,79,PM10,SEDANG
202007,2020-07-03,DKI3,58,,27.0,23.0,88,14,88,O3,SEDANG
202007,2020-07-04,DKI3,70,,23.0,16.0,71,14,71,O3,SEDANG
202007,2020-07-05,DKI4,67,,24.0,16.0,57,12,67,PM10,SEDANG
202007,2020-07-06,DKI2,75,,39.0,16.0,66,16,75,PM10,SEDANG
202007,2020-07-07,DKI5,57,,30.0,15.0,63,16,63,O3,SEDANG
202007,2020-07-08,DKI5,69,,28.0,15.0,90,15,90,O3,SEDANG
202007,2020-07-09,DKI2,60,,22.0,14.0,102,12,102,O3,TIDAK SEHAT
202007,2020-07-10,DKI3,70,,24.0,21.0,113,19,113,O3,TIDAK SEHAT
202007,2020-07-11,DKI3,86,,23.0,20.0,111,16,111,O3,TIDAK SEHAT
202007,2020-07-12,DKI5,68,,22.0,24.0,79,9,79,O3,SEDANG
202007,2020-07-13,DKI3,68,,25.0,20.0,71,13,71,O3,SEDANG
202007,2020-07-14,DKI2,69,,23.0,15.0,71,16,71,O3,SEDANG
202007,2020-07-15,DKI4,63,,22.0,14.0,51,12,63,PM10,SEDANG
202007,2020-07-16,DKI2,55,,27.0,13.0,52,11,55,PM10,SEDANG
202007,2020-07-17,DKI5,66,,31.0,17.0,68,14,68,O3,SEDANG
202007,2020-07-18,DKI5,59,,25.0,17.0,84,15,84,O3,SEDANG
202007,2020-07-19,DKI5,71,,25.0,21.0,90,10,90,O3,SEDANG
202007,2020-07-20,DKI5,66,,20.0,14.0,119,12,119,O3,TIDAK SEHAT
202007,2020-07-21,DKI5,87,,24.0,48.0,95,14,95,O3,SEDANG
202007,2020-07-22,DKI5,63,,23.0,20.0,75,15,75,O3,SEDANG
202007,2020-07-23,DKI5,63,,25.0,15.0,130,11,130,O3,TIDAK SEHAT
202007,2020-07-24,DKI5,67,,24.0,18.0,98,13,98,O3,SEDANG
202002,2020-02-01,DKI5,57,,30.0,39.0,73,14,73,O3,SEDANG
202002,2020-02-02,DKI5,52,,30.0,35.0,64,12,64,O3,SEDANG
202002,2020-02-03,DKI4,59,,30.0,50.0,46,15,59,PM10,SEDANG
202002,2020-02-04,DKI3,43,,30.0,53.0,51,14,53,CO,SEDANG
202002,2020-02-05,DKI3,67,,30.0,57.0,52,12,67,PM10,SEDANG
202002,2020-02-06,DKI2,63,,30.0,26.0,50,18,63,PM10,SEDANG
202002,2020-02-07,DKI5,55,,28.0,28.0,50,16,55,PM10,SEDANG
202002,2020-02-08,DKI4,74,,30.0,24.0,67,12,74,PM10,SEDANG
202002,2020-02-09,DKI5,48,,30.0,35.0,50,12,50,O3,BAIK
202002,2020-02-10,DKI2,51,,31.0,27.0,91,15,91,O3,SEDANG
202002,2020-02-11,DKI4,75,,32.0,26.0,98,16,98,O3,SEDANG
202002,2020-02-12,DKI3,65,,35.0,19.0,126,19,126,O3,TIDAK SEHAT
202002,2020-02-13,DKI5,63,,33.0,23.0,83,20,83,O3,SEDANG
202002,2020-02-14,DKI4,81,,33.0,36.0,60,18,81,PM10,SEDANG
202002,2020-02-15,DKI4,74,,26.0,51.0,191,17,191,O3,TIDAK SEHAT
202002,2020-02-16,DKI4,70,,23.0,35.0,118,16,118,O3,TIDAK SEHAT
202002,2020-02-17,DKI4,43,,21.0,30.0,170,12,170,O3,TIDAK SEHAT
202002,2020-02-18,DKI5,62,,30.0,55.0,182,15,182,O3,TIDAK SEHAT
202002,2020-02-19,DKI5,54,,22.0,28.0,62,11,62,O3,SEDANG
202002,2020-02-20,DKI5,43,,20.0,21.0,73,13,73,O3,SEDANG
202002,2020-02-21,DKI4,35,,20.0,25.0,80,14,80,O3,SEDANG
202002,2020-02-22,DKI4,58,,19.0,75.0,85,13,85,O3,SEDANG
202002,2020-02-23,DKI5,39,,15.0,37.0,88,9,88,O3,SEDANG
202002,2020-02-24,DKI5,32,,19.0,21.0,89,9,89,O3,SEDANG
202002,2020-02-25,DKI4,40,,19.0,25.0,92,13,92,O3,SEDANG
202002,2020-02-26,DKI4,52,,19.0,27.0,89,13,89,O3,SEDANG
202002,2020-02-27,DKI4,54,,18.0,40.0,84,13,84,O3,SEDANG
202002,2020-02-28,DKI5,56,,21.0,33.0,121,16,121,O3,TIDAK SEHAT
202002,2020-02-29,DKI5,64,,22.0,52.0,144,13,144,O3,TIDAK SEHAT
202007,2020-07-25,DKI5,69,,24.0,13.0,92,11,92,O3,SEDANG
202007,2020-07-26,DKI3,62,,26.0,11.0,79,10,79,O3,SEDANG
202007,2020-07-27,DKI5,67,,31.0,12.0,89,12,89,O3,SEDANG
202007,2020-07-28,DKI5,71,,24.0,21.0,160,14,160,O3,TIDAK SEHAT
202007,2020-07-29,DKI5,67,,24.0,17.0,164,14,164,O3,TIDAK SEHAT
202007,2020-07-30,DKI3,76,,24.0,14.0,136,14,136,O3,TIDAK SEHAT
202007,2020-07-31,DKI2,68,,25.0,13.0,115,14,115,O3,TIDAK SEHAT
202008,2020-08-01,DKI5,69,,22.0,16.0,134,14,134,O3,TIDAK SEHAT
202008,2020-08-02,DKI2,91,,27.0,26.0,102,16,102,O3,TIDAK SEHAT
202008,2020-08-03,DKI4,95,,26.0,19.0,90,16,95,PM10,SEDANG
202008,2020-08-04,DKI5,73,,27.0,12.0,91,12,91,O3,SEDANG
202008,2020-08-05,DKI4,86,,26.0,15.0,84,15,86,PM10,SEDANG
202008,2020-08-06,DKI5,88,,27.0,21.0,108,16,108,O3,TIDAK SEHAT
202008,2020-08-07,DKI5,81,,26.0,18.0,119,14,119,O3,TIDAK SEHAT
202008,2020-08-08,DKI4,79,,28.0,17.0,79,14,79,PM10,SEDANG
202008,2020-08-09,DKI5,74,,25.0,17.0,82,12,82,O3,SEDANG
202008,2020-08-10,DKI4,81,,25.0,19.0,76,12,81,PM10,SEDANG
202008,2020-08-11,DKI4,96,,26.0,19.0,78,12,96,PM10,SEDANG
202008,2020-08-12,DKI4,93,,25.0,37.0,68,18,93,PM10,SEDANG
202008,2020-08-13,DKI4,81,,24.0,19.0,58,13,81,PM10,SEDANG
202008,2020-08-14,DKI5,41,,21.0,21.0,68,17,68,O3,SEDANG
202008,2020-08-15,DKI5,58,,23.0,24.0,59,14,59,O3,SEDANG
202008,2020-08-16,DKI3,52,,24.0,20.0,68,10,68,O3,SEDANG
202008,2020-08-17,DKI5,56,,22.0,17.0,67,10,67,O3,SEDANG
202011,2020-11-01,DKI4,56,,54.0,27.0,27,27,86,PM25,SEDANG
202011,2020-11-02,DKI3,49,,54.0,11.0,29,10,54,SO2,SEDANG
202011,2020-11-03,DKI4,54,,55.0,12.0,30,22,78,PM25,SEDANG
202011,2020-11-04,DKI4,54,,56.0,15.0,36,22,91,PM25,SEDANG
202011,2020-11-05,DKI5,58,,55.0,17.0,27,35,96,PM25,SEDANG
202011,2020-11-06,DKI4,80,,57.0,27.0,36,39,139,PM25,TIDAK SEHAT
202011,2020-11-07,DKI4,65,,56.0,20.0,29,32,108,PM25,TIDAK SEHAT
202011,2020-11-08,DKI4,67,,55.0,21.0,29,29,113,PM25,TIDAK SEHAT
202011,2020-11-09,DKI4,72,,57.0,22.0,33,36,120,PM25,TIDAK SEHAT
202011,2020-11-10,DKI4,82,,56.0,18.0,37,32,137,PM25,TIDAK SEHAT
202011,2020-11-11,DKI4,79,,57.0,17.0,38,42,137,PM25,TIDAK SEHAT
202011,2020-11-12,DKI5,61,,57.0,12.0,36,30,96,PM25,SEDANG
202011,2020-11-13,DKI4,57,,57.0,12.0,31,26,83,PM25,SEDANG
202011,2020-11-14,DKI4,67,,58.0,14.0,34,28,116,PM25,TIDAK SEHAT
202011,2020-11-15,DKI4,59,,57.0,10.0,35,23,87,PM25,SEDANG
202011,2020-11-16,DKI4,64,,60.0,12.0,33,20,101,PM25,TIDAK SEHAT
202011,2020-11-17,DKI4,60,,57.0,18.0,39,26,108,PM25,TIDAK SEHAT
202011,2020-11-18,DKI4,59,,67.0,12.0,41,39,95,PM25,SEDANG
202011,2020-11-19,DKI4,77,,57.0,20.0,38,41,110,PM25,TIDAK SEHAT
202011,2020-11-20,DKI4,62,,59.0,13.0,32,22,99,PM25,SEDANG
202011,2020-11-21,DKI4,67,,57.0,24.0,32,30,104,PM25,TIDAK SEHAT
202011,2020-11-22,DKI4,70,,56.0,30.0,33,32,112,PM25,TIDAK SEHAT
202011,2020-11-23,DKI4,69,,58.0,23.0,30,34,114,PM25,TIDAK SEHAT
202011,2020-11-24,DKI3,68,,57.0,12.0,35,20,95,PM25,SEDANG
202011,2020-11-25,DKI4,55,,56.0,15.0,33,27,81,PM25,SEDANG
202011,2020-11-26,DKI4,60,,58.0,18.0,34,33,91,PM25,SEDANG
202011,2020-11-27,DKI3,51,,57.0,8.0,26,23,71,PM25,SEDANG
202011,2020-11-28,DKI4,54,,57.0,14.0,40,31,82,PM25,SEDANG
202011,2020-11-29,DKI4,48,,56.0,9.0,26,17,67,PM25,SEDANG
202011,2020-11-30,DKI3,28,,56.0,6.0,25,9,56,SO2,SEDANG
202012,2020-12-01,DKI3,47,,56.0,10.0,26,10,75,PM25,SEDANG
202012,2020-12-02,DKI3,51,,57.0,9.0,24,16,72,PM25,SEDANG
202012,2020-12-03,DKI3,42,,56.0,9.0,29,24,56,PM25,SEDANG
202012,2020-12-04,DKI5,46,,62.0,10.0,26,25,65,PM25,SEDANG
202012,2020-12-05,DKI3,31,,58.0,7.0,22,15,58,SO2,SEDANG
202012,2020-12-06,DKI3,35,,58.0,9.0,23,19,58,SO2,SEDANG
202012,2020-12-07,DKI3,25,,57.0,7.0,24,14,57,SO2,SEDANG
202012,2020-12-08,DKI5,37,,57.0,11.0,22,17,63,PM25,SEDANG
202012,2020-12-09,DKI3,34,,57.0,6.0,24,13,57,SO2,SEDANG
202012,2020-12-10,DKI3,33,,59.0,6.0,21,14,59,PM25,SEDANG
202012,2020-12-11,DKI3,36,,62.0,11.0,23,20,62,PM25,SEDANG
202012,2020-12-12,DKI3,38,,63.0,7.0,27,14,63,SO2,SEDANG
202012,2020-12-13,DKI5,29,,57.0,6.0,25,16,58,PM25,SEDANG
202012,2020-12-14,DKI4,27,,56.0,7.0,26,14,56,SO2,SEDANG
202012,2020-12-15,DKI3,45,,55.0,17.0,25,16,75,PM25,SEDANG
202012,2020-12-16,DKI3,32,,55.0,12.0,23,11,56,PM25,SEDANG
202012,2020-12-17,DKI4,29,,56.0,15.0,26,17,56,SO2,SEDANG
202012,2020-12-18,DKI4,32,,56.0,12.0,25,15,56,SO2,SEDANG
202012,2020-12-19,DKI4,39,,56.0,14.0,21,15,56,SO2,SEDANG
202012,2020-12-20,DKI4,38,,56.0,14.0,22,15,56,SO2,SEDANG
202012,2020-12-21,DKI4,25,,56.0,13.0,20,8,56,SO2,SEDANG
202012,2020-12-22,DKI3,40,,55.0,9.0,18,15,61,PM25,SEDANG
202012,2020-12-23,DKI3,68,,51.0,18.0,25,18,113,PM25,TIDAK SEHAT
202012,2020-12-24,DKI4,52,,52.0,11.0,22,18,80,PM25,SEDANG
202012,2020-12-25,DKI3,39,,51.0,9.0,16,9,53,PM25,SEDANG
202012,2020-12-26,DKI4,37,,51.0,7.0,18,9,54,PM25,SEDANG
202012,2020-12-27,DKI3,44,,52.0,9.0,19,10,59,PM25,SEDANG
202012,2020-12-28,DKI3,45,,51.0,8.0,24,17,57,PM25,SEDANG
202012,2020-12-29,DKI4,26,,51.0,5.0,23,10,51,SO2,SEDANG
202012,2020-12-30,DKI4,39,,51.0,6.0,22,10,51,SO2,SEDANG
202012,2020-12-31,DKI2,41,,52.0,10.0,33,14,52,SO2,SEDANG
202009,2020-09-25,DKI4,74,,53.0,15.0,42,27,104,PM25,TIDAK SEHAT
