periode_data,tanggal,stasiun,pm10,pm2.5,so2,co,o3,no2,max,kritis,kategori
202303,2023-03-22,DKI3,52.0,71.0,35.0,8.0,26.0,11.0,71.0,2,SEDANG
202303,2023-03-23,DKI3,55.0,77.0,36.0,12.0,21.0,12.0,77.0,2,SEDANG
202303,2023-03-24,DKI3,57.0,87.0,35.0,11.0,25.0,13.0,87.0,2,SEDANG
202303,2023-03-25,DKI3,62.0,88.0,36.0,12.0,21.0,13.0,88.0,2,SEDANG
202303,2023-03-26,DKI3,,66.0,35.0,9.0,15.0,14.0,66.0,2,SEDANG
202303,2023-03-27,DKI3,,55.0,33.0,12.0,12.0,13.0,55.0,2,SEDANG
202303,2023-03-28,DKI3,,73.0,38.0,12.0,10.0,18.0,73.0,2,SEDANG
202303,2023-03-29,DKI3,70.0,46.0,37.0,15.0,12.0,34.0,70.0,1,SEDANG
202303,2023-03-30,DKI3,53.0,52.0,38.0,11.0,11.0,19.0,53.0,1,SEDANG
202303,2023-03-31,DKI3,40.0,49.0,11.0,26.0,10.0,10.0,49.0,2,BAIK
202303,2023-03-01,DKI4,35.0,50.0,28.0,11.0,7.0,17.0,50.0,2,BAIK
202303,2023-03-02,DKI4,38.0,39.0,27.0,10.0,5.0,13.0,39.0,2,BAIK
202303,2023-03-03,DKI4,35.0,50.0,28.0,10.0,8.0,14.0,50.0,2,BAIK
202303,2023-03-04,DKI4,31.0,51.0,28.0,10.0,10.0,14.0,51.0,2,SEDANG
202303,2023-03-05,DKI4,46.0,50.0,28.0,9.0,8.0,11.0,50.0,2,BAIK
202303,2023-03-06,DKI4,51.0,54.0,28.0,6.0,8.0,7.0,54.0,2,SEDANG
202303,2023-03-07,DKI4,34.0,64.0,29.0,8.0,10.0,10.0,64.0,2,SEDANG
202303,2023-03-08,DKI4,,86.0,31.0,12.0,8.0,17.0,86.0,2,SEDANG
202303,2023-03-09,DKI4,50.0,87.0,30.0,13.0,14.0,20.0,87.0,2,SEDANG
202303,2023-03-10,DKI4,,77.0,29.0,15.0,17.0,17.0,77.0,2,SEDANG
202303,2023-03-11,DKI4,49.0,73.0,29.0,11.0,20.0,23.0,73.0,2,SEDANG
202303,2023-03-12,DKI4,64.0,109.0,30.0,16.0,14.0,22.0,109.0,2,TIDAK SEHAT
202303,2023-03-13,DKI4,64.0,107.0,31.0,11.0,23.0,16.0,107.0,2,TIDAK SEHAT
202303,2023-03-14,DKI4,,76.0,30.0,11.0,12.0,20.0,76.0,2,SEDANG
202303,2023-03-15,DKI4,50.0,63.0,30.0,9.0,15.0,19.0,63.0,2,SEDANG
202303,2023-03-16,DKI4,,107.0,30.0,19.0,15.0,20.0,107.0,2,TIDAK SEHAT
202303,2023-03-17,DKI4,,92.0,30.0,16.0,16.0,18.0,92.0,2,SEDANG
202303,2023-03-18,DKI4,,85.0,30.0,10.0,23.0,17.0,85.0,2,SEDANG
202303,2023-03-19,DKI4,61.0,84.0,32.0,12.0,20.0,16.0,84.0,2,SEDANG
202303,2023-03-20,DKI4,52.0,91.0,32.0,12.0,26.0,19.0,91.0,2,SEDANG
202303,2023-03-21,DKI4,59.0,94.0,31.0,11.0,21.0,17.0,94.0,2,SEDANG
202303,2023-03-22,DKI4,60.0,87.0,31.0,7.0,22.0,16.0,87.0,2,SEDANG
202303,2023-03-23,DKI4,63.0,87.0,33.0,13.0,15.0,11.0,87.0,2,SEDANG
202303,2023-03-24,DKI4,57.0,85.0,33.0,8.0,19.0,13.0,85.0,2,SEDANG
202303,2023-03-25,DKI4,,91.0,32.0,11.0,18.0,22.0,91.0,2,SEDANG
202303,2023-03-26,DKI4,,71.0,31.0,11.0,14.0,14.0,71.0,2,SEDANG
202303,2023-03-27,DKI4,,76.0,31.0,16.0,12.0,13.0,76.0,2,SEDANG
202303,2023-03-28,DKI4,,85.0,32.0,18.0,7.0,18.0,85.0,2,SEDANG
202303,2023-03-29,DKI4,,113.0,32.0,21.0,13.0,20.0,113.0,2,TIDAK SEHAT
202303,2023-03-30,DKI4,,85.0,33.0,17.0,12.0,15.0,85.0,2,SEDANG
202303,2023-03-31,DKI4,,56.0,31.0,11.0,10.0,13.0,56.0,2,SEDANG
202303,2023-03-01,DKI5,28.0,,17.0,10.0,25.0,14.0,28.0,1,BAIK
202303,2023-03-02,DKI5,30.0,,16.0,12.0,19.0,15.0,30.0,1,BAIK
202303,2023-03-03,DKI5,39.0,,18.0,12.0,22.0,16.0,39.0,1,BAIK
202303,2023-03-04,DKI5,25.0,,15.0,14.0,22.0,13.0,25.0,1,BAIK
202303,2023-03-05,DKI5,28.0,,16.0,12.0,21.0,12.0,28.0,1,BAIK
202303,2023-03-06,DKI5,17.0,,14.0,9.0,20.0,7.0,20.0,5,BAIK
202303,2023-03-07,DKI5,35.0,,18.0,10.0,23.0,9.0,35.0,1,BAIK
202303,2023-03-08,DKI5,32.0,,22.0,10.0,23.0,14.0,32.0,1,BAIK
202303,2023-03-09,DKI5,41.0,,15.0,19.0,28.0,21.0,41.0,1,BAIK
202303,2023-03-10,DKI5,53.0,,15.0,16.0,29.0,14.0,53.0,1,SEDANG
202303,2023-03-11,DKI5,50.0,,14.0,16.0,35.0,20.0,50.0,1,BAIK
202303,2023-03-12,DKI5,60.0,,15.0,21.0,37.0,22.0,60.0,1,SEDANG
202303,2023-03-13,DKI5,57.0,,17.0,16.0,34.0,20.0,57.0,1,SEDANG
202303,2023-03-14,DKI5,56.0,,18.0,13.0,28.0,18.0,56.0,1,SEDANG
202303,2023-03-15,DKI5,26.0,,15.0,10.0,33.0,13.0,33.0,5,BAIK
202302,2023-02-03,DKI1,28.0,42.0,50.0,5.0,21.0,24.0,50.0,SO2,BAIK
202302,2023-02-04,DKI1,55.0,71.0,53.0,8.0,25.0,27.0,71.0,PM25,SEDANG
202302,2023-02-05,DKI1,45.0,59.0,45.0,6.0,27.0,17.0,59.0,PM25,SEDANG
202302,2023-02-06,DKI1,34.0,51.0,52.0,6.0,15.0,12.0,52.0,SO2,SEDANG
202302,2023-02-07,DKI1,41.0,52.0,50.0,7.0,14.0,22.0,52.0,PM25,SEDANG
202302,2023-02-08,DKI1,30.0,38.0,40.0,8.0,31.0,24.0,40.0,SO2,BAIK
202302,2023-02-09,DKI1,31.0,43.0,38.0,6.0,11.0,17.0,43.0,PM25,BAIK
202302,2023-02-10,DKI1,25.0,30.0,37.0,6.0,19.0,15.0,37.0,SO2,BAIK
202302,2023-02-11,DKI1,34.0,34.0,35.0,8.0,21.0,19.0,35.0,SO2,BAIK
202302,2023-02-12,DKI1,20.0,16.0,34.0,5.0,23.0,16.0,34.0,SO2,BAIK
202302,2023-02-13,DKI1,28.0,26.0,34.0,5.0,23.0,13.0,34.0,SO2,BAIK
202302,2023-02-14,DKI1,23.0,18.0,34.0,5.0,23.0,11.0,34.0,SO2,BAIK
202302,2023-02-15,DKI1,21.0,21.0,34.0,6.0,17.0,11.0,34.0,SO2,BAIK
202302,2023-02-16,DKI1,29.0,30.0,35.0,6.0,20.0,15.0,35.0,SO2,BAIK
202302,2023-02-17,DKI1,33.0,43.0,39.0,7.0,18.0,21.0,43.0,PM25,BAIK
202302,2023-02-18,DKI1,54.0,70.0,43.0,11.0,22.0,26.0,70.0,PM25,SEDANG
202302,2023-02-19,DKI1,56.0,73.0,39.0,8.0,27.0,25.0,73.0,PM25,SEDANG
202302,2023-02-20,DKI1,38.0,50.0,39.0,7.0,23.0,14.0,50.0,PM25,BAIK
202302,2023-02-21,DKI1,24.0,32.0,39.0,8.0,21.0,16.0,39.0,SO2,BAIK
202302,2023-02-22,DKI1,29.0,31.0,40.0,8.0,23.0,19.0,40.0,SO2,BAIK
202302,2023-02-23,DKI1,36.0,47.0,40.0,,23.0,23.0,47.0,PM25,BAIK
202302,2023-02-24,DKI1,28.0,33.0,44.0,10.0,22.0,28.0,44.0,SO2,BAIK
202302,2023-02-25,DKI1,36.0,45.0,44.0,9.0,27.0,29.0,45.0,PM25,BAIK
202302,2023-02-26,DKI1,34.0,44.0,44.0,10.0,26.0,23.0,44.0,PM25,BAIK
202302,2023-02-27,DKI1,32.0,32.0,43.0,10.0,30.0,24.0,43.0,SO2,BAIK
202302,2023-02-28,DKI1,43.0,54.0,52.0,10.0,19.0,32.0,54.0,PM25,SEDANG
202302,2023-02-01,DKI2,44.0,55.0,11.0,9.0,28.0,21.0,55.0,PM25,SEDANG
202302,2023-02-02,DKI2,41.0,53.0,59.0,9.0,30.0,25.0,59.0,SO2,SEDANG
202302,2023-02-03,DKI2,26.0,39.0,21.0,10.0,25.0,21.0,39.0,PM25,BAIK
202302,2023-02-04,DKI2,54.0,68.0,24.0,10.0,27.0,27.0,68.0,PM25,SEDANG
202302,2023-02-05,DKI2,44.0,56.0,19.0,7.0,28.0,18.0,56.0,PM25,SEDANG
202302,2023-02-06,DKI2,36.0,53.0,33.0,6.0,17.0,12.0,53.0,PM25,SEDANG
202302,2023-02-07,DKI2,39.0,50.0,25.0,7.0,22.0,19.0,50.0,PM25,BAIK
202302,2023-02-08,DKI2,30.0,43.0,19.0,9.0,25.0,23.0,43.0,PM25,BAIK
202302,2023-02-09,DKI2,38.0,52.0,21.0,8.0,20.0,19.0,52.0,PM25,SEDANG
202302,2023-02-10,DKI2,25.0,32.0,18.0,6.0,17.0,15.0,32.0,PM25,BAIK
202302,2023-02-11,DKI2,30.0,34.0,17.0,8.0,20.0,16.0,34.0,PM25,BAIK
202302,2023-02-12,DKI2,20.0,22.0,17.0,6.0,19.0,16.0,22.0,PM25,BAIK
202302,2023-02-13,DKI2,28.0,30.0,17.0,8.0,16.0,15.0,30.0,PM25,BAIK
202302,2023-02-14,DKI2,21.0,23.0,16.0,7.0,16.0,13.0,23.0,PM25,BAIK
202302,2023-02-15,DKI2,23.0,28.0,17.0,6.0,17.0,11.0,28.0,PM25,BAIK
202302,2023-02-16,DKI2,32.0,35.0,20.0,7.0,17.0,15.0,35.0,PM25,BAIK
202302,2023-02-17,DKI2,38.0,39.0,22.0,9.0,17.0,18.0,39.0,PM25,BAIK
202302,2023-02-18,DKI2,52.0,61.0,19.0,15.0,19.0,26.0,61.0,PM25,SEDANG
202302,2023-02-01,DKI1,46.0,57.0,51.0,9.0,23.0,32.0,57.0,PM25,SEDANG
202302,2023-02-02,DKI1,49.0,61.0,43.0,9.0,26.0,29.0,61.0,PM25,SEDANG
202302,2023-02-19,DKI2,57.0,69.0,25.0,13.0,20.0,23.0,69.0,PM25,SEDANG
202302,2023-02-20,DKI2,39.0,51.0,28.0,9.0,18.0,15.0,51.0,PM25,SEDANG
202212,2022-12-01,DKI1,54.0,73.0,36.0,12.0,22.0,13.0,73.0,PM25,SEDANG
202212,2022-12-02,DKI1,53.0,67.0,39.0,11.0,14.0,12.0,67.0,PM25,SEDANG
202212,2022-12-03,DKI1,60.0,76.0,38.0,10.0,22.0,12.0,76.0,PM25,SEDANG
202212,2022-12-04,DKI1,58.0,76.0,35.0,13.0,20.0,12.0,76.0,PM25,SEDANG
202212,2022-12-05,DKI1,54.0,74.0,35.0,10.0,20.0,12.0,74.0,PM25,SEDANG
202212,2022-12-06,DKI1,58.0,79.0,35.0,14.0,13.0,13.0,79.0,PM25,SEDANG
202212,2022-12-07,DKI1,48.0,68.0,34.0,11.0,18.0,12.0,68.0,PM25,SEDANG
202212,2022-12-08,DKI1,51.0,62.0,33.0,9.0,24.0,11.0,62.0,PM25,SEDANG
202212,2022-12-09,DKI1,58.0,73.0,34.0,12.0,18.0,14.0,73.0,PM25,SEDANG
202212,2022-12-10,DKI1,28.0,42.0,30.0,9.0,13.0,7.0,42.0,PM25,BAIK
202212,2022-12-11,DKI1,43.0,61.0,31.0,14.0,23.0,8.0,61.0,PM25,SEDANG
202212,2022-12-12,DKI1,25.0,43.0,30.0,6.0,16.0,6.0,43.0,PM25,BAIK
202212,2022-12-13,DKI1,29.0,35.0,30.0,7.0,13.0,5.0,35.0,PM25,BAIK
202212,2022-12-14,DKI1,27.0,32.0,31.0,6.0,12.0,5.0,32.0,PM25,BAIK
202212,2022-12-15,DKI1,27.0,39.0,32.0,5.0,21.0,5.0,39.0,PM25,BAIK
202212,2022-12-16,DKI1,46.0,63.0,36.0,8.0,14.0,7.0,63.0,PM25,SEDANG
202212,2022-12-17,DKI1,59.0,78.0,30.0,19.0,29.0,9.0,78.0,PM25,SEDANG
202212,2022-12-18,DKI1,64.0,86.0,30.0,16.0,33.0,12.0,86.0,PM25,SEDANG
202212,2022-12-19,DKI1,58.0,85.0,32.0,16.0,23.0,13.0,85.0,PM25,SEDANG
202212,2022-12-20,DKI1,65.0,95.0,53.0,,24.0,12.0,95.0,PM25,SEDANG
202212,2022-12-21,DKI1,53.0,71.0,57.0,,26.0,13.0,71.0,PM25,SEDANG
202212,2022-12-22,DKI1,39.0,59.0,52.0,,15.0,9.0,59.0,PM25,SEDANG
202212,2022-12-23,DKI1,31.0,39.0,48.0,10.0,24.0,7.0,48.0,SO2,BAIK
202212,2022-12-24,DKI1,56.0,75.0,51.0,11.0,25.0,13.0,75.0,PM25,SEDANG
202212,2022-12-25,DKI1,38.0,52.0,48.0,10.0,25.0,9.0,52.0,PM25,SEDANG
202212,2022-12-26,DKI1,41.0,56.0,51.0,10.0,25.0,11.0,56.0,PM25,SEDANG
202212,2022-12-27,DKI1,36.0,35.0,49.0,8.0,20.0,7.0,49.0,SO2,BAIK
202212,2022-12-28,DKI1,33.0,51.0,50.0,11.0,8.0,7.0,51.0,PM25,SEDANG
202212,2022-12-29,DKI1,23.0,27.0,50.0,10.0,13.0,7.0,50.0,SO2,BAIK
202212,2022-12-30,DKI1,38.0,53.0,51.0,11.0,13.0,9.0,53.0,PM25,SEDANG
202212,2022-12-31,DKI1,54.0,68.0,49.0,11.0,19.0,12.0,68.0,PM25,SEDANG
202212,2022-12-01,DKI2,59.0,74.0,46.0,15.0,50.0,31.0,74.0,PM25,SEDANG
202212,2022-12-02,DKI2,55.0,67.0,51.0,14.0,42.0,30.0,67.0,PM25,SEDANG
202212,2022-12-03,DKI2,56.0,73.0,50.0,15.0,49.0,31.0,73.0,PM25,SEDANG
202212,2022-12-04,DKI2,58.0,70.0,50.0,19.0,45.0,34.0,70.0,PM25,SEDANG
202212,2022-12-05,DKI2,61.0,81.0,52.0,19.0,48.0,33.0,81.0,PM25,SEDANG
202212,2022-12-06,DKI2,66.0,86.0,49.0,24.0,41.0,44.0,86.0,PM25,SEDANG
202212,2022-12-07,DKI2,51.0,68.0,49.0,21.0,37.0,40.0,68.0,PM25,SEDANG
202212,2022-12-08,DKI2,40.0,63.0,43.0,16.0,47.0,35.0,63.0,PM25,SEDANG
202212,2022-12-09,DKI2,54.0,69.0,51.0,18.0,31.0,41.0,69.0,PM25,SEDANG
202212,2022-12-10,DKI2,,61.0,50.0,27.0,29.0,35.0,61.0,PM25,SEDANG
202212,2022-12-11,DKI2,43.0,61.0,44.0,20.0,31.0,32.0,61.0,PM25,SEDANG
202212,2022-12-12,DKI2,24.0,38.0,41.0,10.0,32.0,22.0,41.0,SO2,BAIK
202212,2022-12-13,DKI2,26.0,37.0,43.0,13.0,28.0,23.0,43.0,SO2,BAIK
202212,2022-12-14,DKI2,25.0,36.0,41.0,10.0,30.0,17.0,41.0,SO2,BAIK
202212,2022-12-15,DKI2,28.0,44.0,45.0,10.0,29.0,23.0,45.0,SO2,BAIK
202212,2022-12-16,DKI2,49.0,61.0,52.0,12.0,28.0,30.0,61.0,PM25,SEDANG
202212,2022-12-17,DKI2,,84.0,52.0,29.0,38.0,45.0,84.0,PM25,SEDANG
202212,2022-12-18,DKI2,,89.0,49.0,21.0,46.0,45.0,89.0,PM25,SEDANG
202212,2022-12-19,DKI2,,97.0,57.0,27.0,39.0,48.0,97.0,PM25,SEDANG
202212,2022-12-20,DKI2,,96.0,54.0,22.0,29.0,47.0,96.0,PM25,SEDANG
202212,2022-12-21,DKI2,,59.0,62.0,45.0,25.0,32.0,62.0,SO2,SEDANG
202212,2022-12-22,DKI2,31.0,57.0,59.0,49.0,23.0,24.0,59.0,SO2,SEDANG
202212,2022-12-23,DKI2,26.0,40.0,57.0,38.0,21.0,18.0,57.0,SO2,SEDANG
202212,2022-12-24,DKI2,46.0,68.0,57.0,55.0,26.0,24.0,68.0,PM25,SEDANG
202212,2022-12-25,DKI2,36.0,51.0,57.0,45.0,20.0,18.0,57.0,SO2,SEDANG
202212,2022-12-26,DKI2,43.0,62.0,58.0,54.0,21.0,27.0,62.0,PM25,SEDANG
202212,2022-12-27,DKI2,29.0,42.0,58.0,42.0,15.0,18.0,58.0,SO2,SEDANG
202212,2022-12-28,DKI2,35.0,51.0,57.0,41.0,15.0,19.0,57.0,SO2,SEDANG
202212,2022-12-29,DKI2,23.0,23.0,57.0,12.0,16.0,15.0,57.0,SO2,SEDANG
202212,2022-12-30,DKI2,40.0,55.0,57.0,21.0,17.0,24.0,57.0,SO2,SEDANG
202212,2022-12-31,DKI2,47.0,58.0,56.0,21.0,23.0,24.0,58.0,PM25,SEDANG
202212,2022-12-01,DKI3,53.0,81.0,42.0,9.0,24.0,12.0,81.0,PM25,SEDANG
202212,2022-12-02,DKI3,55.0,92.0,43.0,11.0,24.0,13.0,92.0,PM25,SEDANG
202212,2022-12-03,DKI3,54.0,74.0,47.0,8.0,29.0,11.0,74.0,PM25,SEDANG
202212,2022-12-04,DKI3,44.0,71.0,43.0,10.0,24.0,12.0,71.0,PM25,SEDANG
202212,2022-12-05,DKI3,45.0,76.0,45.0,9.0,29.0,10.0,76.0,PM25,SEDANG
202212,2022-12-06,DKI3,51.0,81.0,45.0,10.0,28.0,12.0,81.0,PM25,SEDANG
202212,2022-12-07,DKI3,45.0,72.0,45.0,10.0,27.0,13.0,72.0,PM25,SEDANG
202212,2022-12-08,DKI3,51.0,75.0,44.0,8.0,32.0,9.0,75.0,PM25,SEDANG
202212,2022-12-09,DKI3,59.0,94.0,48.0,10.0,25.0,12.0,94.0,PM25,SEDANG
202212,2022-12-10,DKI3,35.0,54.0,43.0,9.0,13.0,6.0,54.0,PM25,SEDANG
202212,2022-12-11,DKI3,44.0,68.0,44.0,8.0,15.0,9.0,68.0,PM25,SEDANG
202212,2022-12-12,DKI3,32.0,57.0,45.0,5.0,18.0,4.0,57.0,PM25,SEDANG
202212,2022-12-13,DKI3,45.0,71.0,48.0,9.0,13.0,7.0,71.0,PM25,SEDANG
202212,2022-12-14,DKI3,46.0,71.0,48.0,8.0,11.0,7.0,71.0,PM25,SEDANG
202212,2022-12-15,DKI3,28.0,53.0,48.0,5.0,15.0,4.0,53.0,PM25,SEDANG
202212,2022-12-16,DKI3,46.0,73.0,50.0,8.0,14.0,7.0,73.0,PM25,SEDANG
202212,2022-12-17,DKI3,54.0,81.0,49.0,17.0,12.0,,81.0,PM25,SEDANG
202212,2022-12-18,DKI3,51.0,80.0,50.0,9.0,17.0,12.0,80.0,PM25,SEDANG
