periode_data,tanggal,stasiun,pm10,pm2.5,so2,co,o3,no2,max,kritis,kategori
202504,2025-04-01,DKI4,18.0,25.0,17.0,9.0,13.0,8.0,25.0,PM25,BAIK
202504,2025-04-02,DKI4,30.0,31.0,16.0,12.0,11.0,10.0,31.0,PM25,BAIK
202504,2025-04-03,DKI4,34.0,29.0,17.0,13.0,16.0,8.0,34.0,PM10,BAIK
202504,2025-04-04,DKI4,31.0,,,,,,31.0,PM10,BAIK
202504,2025-04-05,DKI4,51.0,47.0,21.0,9.0,26.0,13.0,51.0,PM10,SEDANG
202504,2025-04-06,DKI4,55.0,41.0,17.0,15.0,23.0,12.0,55.0,PM10,SEDANG
202504,2025-04-07,DKI4,42.0,37.0,18.0,15.0,24.0,16.0,42.0,PM10,BAIK
202504,2025-04-08,DKI4,51.0,45.0,20.0,11.0,26.0,15.0,51.0,PM10,SEDANG
202504,2025-04-09,DKI4,60.0,51.0,20.0,13.0,25.0,15.0,60.0,PM10,SEDANG
202504,2025-04-10,DKI4,64.0,53.0,19.0,13.0,26.0,15.0,64.0,PM10,SEDANG
202504,2025-04-11,DKI4,59.0,45.0,18.0,18.0,26.0,19.0,59.0,PM10,SEDANG
202504,2025-04-12,DKI4,65.0,40.0,19.0,20.0,26.0,30.0,65.0,PM10,SEDANG
202504,2025-04-13,DKI4,58.0,47.0,18.0,15.0,27.0,24.0,58.0,PM10,SEDANG
202504,2025-04-14,DKI4,28.0,22.0,17.0,9.0,13.0,11.0,28.0,PM10,BAIK
202504,2025-04-15,DKI4,51.0,41.0,20.0,10.0,17.0,17.0,51.0,PM10,SEDANG
202504,2025-04-16,DKI4,58.0,48.0,22.0,14.0,26.0,19.0,58.0,PM10,SEDANG
202504,2025-04-17,DKI4,54.0,34.0,19.0,12.0,28.0,24.0,54.0,PM10,SEDANG
202504,2025-04-18,DKI4,59.0,45.0,19.0,17.0,20.0,30.0,59.0,PM10,SEDANG
202504,2025-04-19,DKI4,53.0,49.0,18.0,13.0,23.0,17.0,53.0,PM10,SEDANG
202504,2025-04-20,DKI4,44.0,47.0,21.0,10.0,33.0,18.0,47.0,PM25,BAIK
202504,2025-04-21,DKI4,50.0,42.0,22.0,8.0,19.0,17.0,50.0,PM10,BAIK
202504,2025-04-22,DKI4,60.0,,21.0,17.0,24.0,20.0,60.0,PM10,SEDANG
202504,2025-04-23,DKI4,69.0,,19.0,21.0,17.0,16.0,69.0,PM10,SEDANG
202504,2025-04-24,DKI4,27.0,61.0,19.0,8.0,21.0,9.0,61.0,PM25,SEDANG
202504,2025-04-25,DKI4,59.0,93.0,19.0,18.0,31.0,14.0,93.0,PM25,SEDANG
202504,2025-04-26,DKI4,56.0,87.0,19.0,13.0,35.0,18.0,87.0,PM25,SEDANG
202504,2025-04-27,DKI4,61.0,90.0,20.0,12.0,33.0,17.0,90.0,PM25,SEDANG
202504,2025-04-28,DKI4,54.0,87.0,21.0,10.0,30.0,17.0,87.0,PM25,SEDANG
202504,2025-04-29,DKI4,61.0,97.0,22.0,11.0,32.0,21.0,97.0,PM25,SEDANG
202504,2025-04-30,DKI4,60.0,97.0,22.0,11.0,33.0,19.0,97.0,PM25,SEDANG
202504,2025-04-01,DKI5,15.0,39.0,22.0,5.0,25.0,13.0,39.0,PM25,BAIK
202504,2025-04-02,DKI5,11.0,40.0,,6.0,20.0,13.0,40.0,PM25,BAIK
202504,2025-04-03,DKI5,22.0,45.0,,9.0,30.0,11.0,45.0,PM25,BAIK
202504,2025-04-04,DKI5,33.0,54.0,,8.0,41.0,11.0,54.0,PM25,SEDANG
202504,2025-04-05,DKI5,50.0,70.0,,12.0,30.0,11.0,70.0,PM25,SEDANG
202504,2025-04-06,DKI5,55.0,74.0,,20.0,32.0,10.0,74.0,PM25,SEDANG
202504,2025-04-07,DKI5,36.0,57.0,,13.0,34.0,12.0,57.0,PM25,SEDANG
202504,2025-04-08,DKI5,55.0,84.0,,13.0,32.0,12.0,84.0,PM25,SEDANG
202504,2025-04-09,DKI5,44.0,71.0,,8.0,37.0,12.0,71.0,PM25,SEDANG
202504,2025-04-10,DKI5,57.0,94.0,25.0,17.0,46.0,11.0,94.0,PM25,SEDANG
202504,2025-04-11,DKI5,54.0,94.0,25.0,15.0,50.0,13.0,94.0,PM25,SEDANG
202504,2025-04-12,DKI5,54.0,92.0,26.0,19.0,41.0,13.0,92.0,PM25,SEDANG
202504,2025-04-13,DKI5,52.0,85.0,26.0,13.0,48.0,12.0,85.0,PM25,SEDANG
202504,2025-04-14,DKI5,24.0,34.0,25.0,5.0,29.0,11.0,34.0,PM25,BAIK
202504,2025-04-15,DKI5,40.0,67.0,33.0,8.0,35.0,10.0,67.0,PM25,SEDANG
202504,2025-04-16,DKI5,57.0,91.0,32.0,15.0,45.0,11.0,91.0,PM25,SEDANG
202504,2025-04-17,DKI5,51.0,84.0,27.0,11.0,52.0,12.0,84.0,PM25,SEDANG
202504,2025-04-18,DKI5,56.0,99.0,31.0,10.0,43.0,12.0,99.0,PM25,SEDANG
202504,2025-04-19,DKI5,53.0,77.0,28.0,11.0,51.0,10.0,77.0,PM25,SEDANG
202504,2025-04-20,DKI5,41.0,63.0,32.0,6.0,35.0,11.0,63.0,PM25,SEDANG
202504,2025-04-21,DKI5,40.0,61.0,32.0,6.0,25.0,11.0,61.0,PM25,SEDANG
202504,2025-04-22,DKI5,55.0,81.0,32.0,9.0,28.0,11.0,81.0,PM25,SEDANG
202504,2025-04-23,DKI5,55.0,75.0,16.0,12.0,23.0,7.0,75.0,PM25,SEDANG
202501,2025-01-01,DKI1,46.0,63.0,12.0,22.0,10.0,16.0,63.0,PM25,SEDANG
202501,2025-01-02,DKI1,30.0,38.0,12.0,21.0,11.0,18.0,38.0,PM25,BAIK
202501,2025-01-03,DKI1,43.0,57.0,14.0,23.0,11.0,24.0,57.0,PM25,SEDANG
202501,2025-01-04,DKI1,37.0,61.0,15.0,22.0,9.0,17.0,61.0,PM25,SEDANG
202501,2025-01-05,DKI1,26.0,56.0,10.0,20.0,8.0,11.0,56.0,PM25,SEDANG
202501,2025-01-06,DKI1,47.0,58.0,14.0,28.0,9.0,21.0,58.0,PM25,SEDANG
202501,2025-01-07,DKI1,33.0,46.0,13.0,24.0,7.0,19.0,46.0,PM25,BAIK
202501,2025-01-08,DKI1,30.0,46.0,12.0,24.0,7.0,19.0,46.0,PM25,BAIK
202501,2025-01-09,DKI1,20.0,26.0,9.0,23.0,7.0,19.0,26.0,PM25,BAIK
202501,2025-01-10,DKI1,39.0,58.0,,19.0,12.0,25.0,58.0,PM25,SEDANG
202501,2025-01-11,DKI1,41.0,56.0,,10.0,18.0,27.0,56.0,PM25,SEDANG
202501,2025-01-12,DKI1,45.0,58.0,19.0,13.0,13.0,25.0,58.0,PM25,SEDANG
202501,2025-01-13,DKI1,28.0,37.0,12.0,11.0,9.0,18.0,37.0,PM25,BAIK
202501,2025-01-14,DKI1,32.0,54.0,51.0,15.0,6.0,13.0,54.0,PM25,SEDANG
202501,2025-01-15,DKI1,34.0,51.0,62.0,15.0,8.0,23.0,62.0,SO2,SEDANG
202501,2025-01-16,DKI1,40.0,57.0,62.0,15.0,6.0,25.0,62.0,SO2,SEDANG
202501,2025-01-17,DKI1,33.0,55.0,,14.0,7.0,25.0,55.0,PM25,SEDANG
202501,2025-01-18,DKI1,24.0,34.0,29.0,11.0,10.0,21.0,34.0,PM25,BAIK
202501,2025-01-19,DKI1,29.0,50.0,34.0,12.0,10.0,20.0,50.0,PM25,BAIK
202501,2025-01-20,DKI1,25.0,39.0,30.0,10.0,11.0,22.0,39.0,PM25,BAIK
202501,2025-01-21,DKI1,32.0,52.0,23.0,19.0,7.0,31.0,52.0,PM25,SEDANG
202501,2025-01-22,DKI1,31.0,51.0,28.0,17.0,7.0,29.0,51.0,PM25,SEDANG
202501,2025-01-23,DKI1,38.0,59.0,26.0,16.0,11.0,33.0,59.0,PM25,SEDANG
202501,2025-01-24,DKI1,52.0,73.0,25.0,22.0,10.0,38.0,73.0,PM25,SEDANG
202501,2025-01-25,DKI1,39.0,55.0,24.0,19.0,8.0,24.0,55.0,PM25,SEDANG
202501,2025-01-26,DKI1,42.0,59.0,32.0,16.0,7.0,28.0,59.0,PM25,SEDANG
202501,2025-01-27,DKI1,35.0,50.0,26.0,10.0,7.0,19.0,50.0,PM25,BAIK
202501,2025-01-28,DKI1,31.0,36.0,23.0,9.0,6.0,17.0,36.0,PM25,BAIK
202501,2025-01-29,DKI1,25.0,32.0,19.0,10.0,8.0,25.0,32.0,PM25,BAIK
202501,2025-01-30,DKI1,25.0,30.0,18.0,9.0,17.0,21.0,30.0,PM25,BAIK
202501,2025-01-31,DKI1,37.0,51.0,21.0,12.0,16.0,31.0,51.0,PM25,SEDANG
202501,2025-01-01,DKI2,48.0,60.0,25.0,13.0,12.0,13.0,60.0,PM25,SEDANG
202501,2025-01-02,DKI2,29.0,38.0,23.0,11.0,12.0,12.0,38.0,PM25,BAIK
202501,2025-01-03,DKI2,51.0,60.0,26.0,13.0,12.0,16.0,60.0,PM25,SEDANG
202501,2025-01-04,DKI2,37.0,48.0,24.0,10.0,11.0,14.0,48.0,PM25,BAIK
202501,2025-01-05,DKI2,29.0,51.0,22.0,11.0,10.0,16.0,51.0,PM25,SEDANG
202501,2025-01-06,DKI2,56.0,71.0,25.0,18.0,11.0,36.0,71.0,PM25,SEDANG
202501,2025-01-07,DKI2,32.0,37.0,24.0,12.0,11.0,17.0,37.0,PM25,BAIK
202501,2025-01-08,DKI2,29.0,36.0,24.0,11.0,10.0,19.0,36.0,PM25,BAIK
202501,2025-01-09,DKI2,22.0,23.0,21.0,11.0,12.0,17.0,23.0,PM25,BAIK
202501,2025-01-10,DKI2,47.0,56.0,23.0,16.0,14.0,15.0,56.0,PM25,SEDANG
202501,2025-01-11,DKI2,39.0,55.0,22.0,11.0,19.0,8.0,55.0,PM25,SEDANG
202501,2025-01-12,DKI2,44.0,55.0,24.0,11.0,14.0,10.0,55.0,PM25,SEDANG
202501,2025-01-13,DKI2,26.0,33.0,22.0,11.0,12.0,12.0,33.0,PM25,BAIK
202501,2025-01-14,DKI2,28.0,32.0,23.0,11.0,10.0,15.0,32.0,PM25,BAIK
202501,2025-01-15,DKI2,30.0,43.0,24.0,13.0,11.0,26.0,43.0,PM25,BAIK
202501,2025-01-16,DKI2,36.0,48.0,25.0,10.0,10.0,17.0,48.0,PM25,BAIK
202501,2025-01-17,DKI2,32.0,47.0,25.0,9.0,11.0,12.0,47.0,PM25,BAIK
202501,2025-01-18,DKI2,24.0,35.0,21.0,10.0,12.0,13.0,35.0,PM25,BAIK
202501,2025-01-19,DKI2,33.0,39.0,24.0,10.0,11.0,17.0,39.0,PM25,BAIK
202501,2025-01-20,DKI2,26.0,37.0,26.0,10.0,12.0,12.0,37.0,PM25,BAIK
202501,2025-01-21,DKI2,39.0,53.0,21.0,17.0,9.0,23.0,53.0,PM25,SEDANG
202501,2025-01-22,DKI2,36.0,52.0,24.0,14.0,9.0,22.0,52.0,PM25,SEDANG
202501,2025-01-23,DKI2,35.0,46.0,21.0,8.0,13.0,11.0,46.0,PM25,BAIK
202501,2025-01-24,DKI2,52.0,68.0,26.0,14.0,11.0,20.0,68.0,PM25,SEDANG
202501,2025-01-25,DKI2,47.0,57.0,24.0,15.0,11.0,35.0,57.0,PM25,SEDANG
202501,2025-01-26,DKI2,47.0,57.0,24.0,12.0,10.0,19.0,57.0,PM25,SEDANG
202501,2025-01-27,DKI2,29.0,49.0,22.0,7.0,9.0,14.0,49.0,PM25,BAIK
202501,2025-01-28,DKI2,33.0,36.0,22.0,7.0,9.0,13.0,36.0,PM25,BAIK
202501,2025-01-29,DKI2,27.0,30.0,21.0,8.0,12.0,12.0,30.0,PM25,BAIK
202501,2025-01-30,DKI2,,26.0,20.0,6.0,20.0,11.0,26.0,PM25,BAIK
202501,2025-01-31,DKI2,51.0,41.0,20.0,8.0,16.0,10.0,51.0,PM10,SEDANG
202501,2025-01-01,DKI3,49.0,73.0,,8.0,10.0,27.0,73.0,PM25,SEDANG
202501,2025-01-02,DKI3,28.0,60.0,,6.0,11.0,22.0,60.0,PM25,SEDANG
202501,2025-01-03,DKI3,38.0,69.0,,8.0,13.0,35.0,69.0,PM25,SEDANG
202501,2025-01-04,DKI3,34.0,62.0,13.0,5.0,10.0,23.0,62.0,PM25,SEDANG
202501,2025-01-05,DKI3,41.0,68.0,13.0,7.0,9.0,35.0,68.0,PM25,SEDANG
202501,2025-01-06,DKI3,51.0,79.0,16.0,13.0,13.0,46.0,79.0,PM25,SEDANG
202501,2025-01-07,DKI3,51.0,71.0,13.0,8.0,10.0,38.0,71.0,PM25,SEDANG
202501,2025-01-08,DKI3,31.0,54.0,13.0,5.0,12.0,19.0,54.0,PM25,SEDANG
202501,2025-01-09,DKI3,20.0,51.0,14.0,8.0,13.0,26.0,51.0,PM25,SEDANG
202501,2025-01-10,DKI3,53.0,77.0,19.0,15.0,16.0,43.0,77.0,PM25,SEDANG
202501,2025-01-11,DKI3,29.0,63.0,11.0,8.0,23.0,9.0,63.0,PM25,SEDANG
202501,2025-01-12,DKI3,37.0,64.0,9.0,8.0,13.0,11.0,64.0,PM25,SEDANG
202501,2025-01-13,DKI3,36.0,59.0,8.0,8.0,10.0,18.0,59.0,PM25,SEDANG
202501,2025-01-14,DKI3,28.0,52.0,14.0,6.0,10.0,10.0,52.0,PM25,SEDANG
202501,2025-01-15,DKI3,35.0,56.0,11.0,9.0,10.0,33.0,56.0,PM25,SEDANG
202501,2025-01-16,DKI3,34.0,60.0,11.0,6.0,10.0,19.0,60.0,PM25,SEDANG
202501,2025-01-17,DKI3,33.0,59.0,14.0,7.0,11.0,16.0,59.0,PM25,SEDANG
202501,2025-01-18,DKI3,21.0,40.0,12.0,7.0,11.0,9.0,40.0,PM25,BAIK
202501,2025-01-19,DKI3,19.0,40.0,12.0,6.0,11.0,17.0,40.0,PM25,BAIK
202501,2025-01-20,DKI3,23.0,41.0,13.0,7.0,12.0,12.0,41.0,PM25,BAIK
202501,2025-01-21,DKI3,40.0,58.0,13.0,14.0,11.0,56.0,58.0,PM25,SEDANG
202501,2025-01-22,DKI3,33.0,51.0,14.0,13.0,8.0,48.0,51.0,PM25,SEDANG
202501,2025-01-23,DKI3,57.0,90.0,23.0,20.0,13.0,81.0,90.0,PM25,SEDANG
202501,2025-01-24,DKI3,51.0,75.0,22.0,14.0,11.0,59.0,75.0,PM25,SEDANG
202501,2025-01-25,DKI3,31.0,57.0,20.0,11.0,9.0,51.0,57.0,PM25,SEDANG
202501,2025-01-26,DKI3,42.0,63.0,23.0,14.0,8.0,63.0,63.0,PM25,SEDANG
202501,2025-01-27,DKI3,26.0,54.0,20.0,6.0,9.0,18.0,54.0,PM25,SEDANG
202501,2025-01-28,DKI3,23.0,46.0,23.0,5.0,9.0,,46.0,PM25,BAIK
202501,2025-01-29,DKI3,25.0,40.0,24.0,10.0,9.0,27.0,40.0,PM25,BAIK
202501,2025-01-30,DKI3,23.0,38.0,22.0,8.0,17.0,,38.0,PM25,BAIK
202501,2025-01-31,DKI3,32.0,55.0,23.0,10.0,18.0,16.0,55.0,PM25,SEDANG
202501,2025-01-01,DKI4,46.0,30.0,23.0,9.0,19.0,9.0,46.0,PM10,BAIK
202501,2025-01-02,DKI4,31.0,23.0,23.0,8.0,20.0,11.0,31.0,PM10,BAIK
202501,2025-01-03,DKI4,55.0,51.0,23.0,12.0,19.0,13.0,55.0,PM10,SEDANG
202501,2025-01-04,DKI4,45.0,27.0,24.0,7.0,17.0,11.0,45.0,PM10,BAIK
202501,2025-01-05,DKI4,35.0,28.0,23.0,9.0,12.0,8.0,35.0,PM10,BAIK
202501,2025-01-06,DKI4,55.0,43.0,22.0,18.0,21.0,11.0,55.0,PM10,SEDANG
202501,2025-01-07,DKI4,37.0,25.0,10.0,12.0,14.0,8.0,37.0,PM10,BAIK
202501,2025-01-08,DKI4,27.0,21.0,10.0,8.0,15.0,9.0,27.0,PM10,BAIK
202501,2025-01-09,DKI4,26.0,16.0,10.0,10.0,14.0,13.0,26.0,PM10,BAIK
202501,2025-01-10,DKI4,50.0,33.0,12.0,19.0,22.0,17.0,50.0,PM10,BAIK
202501,2025-01-11,DKI4,45.0,23.0,12.0,10.0,30.0,17.0,45.0,PM10,BAIK
202501,2025-01-12,DKI4,48.0,21.0,11.0,11.0,19.0,11.0,48.0,PM10,BAIK
202501,2025-01-13,DKI4,30.0,22.0,11.0,10.0,12.0,12.0,30.0,PM10,BAIK
202501,2025-01-14,DKI4,26.0,14.0,13.0,8.0,14.0,11.0,26.0,PM10,BAIK
202501,2025-01-15,DKI4,32.0,23.0,12.0,10.0,14.0,9.0,32.0,PM10,BAIK
202501,2025-01-16,DKI4,34.0,23.0,13.0,8.0,16.0,10.0,34.0,PM10,BAIK
202501,2025-01-17,DKI4,33.0,20.0,14.0,8.0,15.0,11.0,33.0,PM10,BAIK
202501,2025-01-18,DKI4,22.0,14.0,11.0,8.0,15.0,9.0,22.0,PM10,BAIK
202501,2025-01-19,DKI4,27.0,16.0,12.0,8.0,17.0,9.0,27.0,PM10,BAIK
202501,2025-01-20,DKI4,27.0,16.0,12.0,10.0,18.0,9.0,27.0,PM10,BAIK
202501,2025-01-21,DKI4,39.0,22.0,12.0,14.0,15.0,11.0,39.0,PM10,BAIK
202501,2025-01-22,DKI4,31.0,14.0,12.0,16.0,11.0,10.0,31.0,PM10,BAIK
202501,2025-01-23,DKI4,52.0,35.0,15.0,18.0,18.0,14.0,52.0,PM10,SEDANG
202501,2025-01-24,DKI4,54.0,30.0,12.0,13.0,17.0,12.0,54.0,PM10,SEDANG
