periode_data,tahun,nama_provinsi,nama_kabupaten_kota,nama_kecamatan,nama_kelurahan,usia,jenis_kelamin,jumlah_penduduk
2013,2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,,LAKI LAKI,878
2013,2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,CILANDAK,PONDOK LABU,,LAKI LAKI,1798
2013,2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,,LAKI LAKI,1529
2013,2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,,LAKI LAKI,2118
2013,2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,,LAKI LAKI,1619
2013,2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,,LAKI LAKI,1911
2013,2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,,LAKI LAKI,1865
2013,2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,,LAKI LAKI,1673
2013,2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,,LAKI LAKI,2326
2013,2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,,LAKI LAKI,1782
2013,2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,,LAKI LAKI,1871
2013,2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,,LAKI LAKI,1562
2013,2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,,LAKI LAKI,2484
2013,2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,,LAKI LAKI,1599
2013,2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,,LAKI LAKI,988
2013,2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,,LAKI LAKI,1512
2013,2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,,LAKI LAKI,1045
2013,2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,,LAKI LAKI,575
2013,2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,,LAKI LAKI,1441
2013,2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,,LAKI LAKI,1915
2013,2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,,LAKI LAKI,983
2013,2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,,LAKI LAKI,829
2013,2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,,LAKI LAKI,285
2013,2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,GUNTUR,,LAKI LAKI,174
2013,2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,,LAKI LAKI,1234
2013,2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,,LAKI LAKI,1106
2013,2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET,,LAKI LAKI,443
2013,2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,,LAKI LAKI,722
2013,2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,,LAKI LAKI,126
2013,2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,,LAKI LAKI,151
2013,2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MANGGARAI,,LAKI LAKI,1337
2013,2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,,LAKI LAKI,1044
2013,2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,BUKIT DURI,,LAKI LAKI,1702
2013,2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,KEBON BARU,,LAKI LAKI,1571
2013,2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MENTENG DALAM,,LAKI LAKI,1614
2013,2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET BARAT,,LAKI LAKI,895
2013,2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET TIMUR,,LAKI LAKI,793
2013,2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,,LAKI LAKI,1095
2013,2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,JOGLO,,LAKI LAKI,1933
2013,2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,SRENGSENG,,LAKI LAKI,2064
2013,2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,,LAKI LAKI,1331
2013,2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,,LAKI LAKI,1728
2013,2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,,LAKI LAKI,2571
2013,2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,,LAKI LAKI,1125
2013,2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,KEMANGGISAN,,LAKI LAKI,1645
2013,2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,JATI PULO,,LAKI LAKI,1480
2013,2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,,LAKI LAKI,1250
2013,2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,SLIPI,,LAKI LAKI,814
2013,2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,PALMERAH,,LAKI LAKI,3073
2013,2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,PEGADUNGAN,,LAKI LAKI,3645
2013,2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,KAMAL,,LAKI LAKI,2784
2013,2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,TEGAL ALUR,,LAKI LAKI,4264
2013,2013,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,SEMANAN,,LAKI LAKI,3750
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,,LAKI LAKI,1735
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BALI MESTER,,LAKI LAKI,361
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,,LAKI LAKI,1080
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,,LAKI LAKI,1357
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,,LAKI LAKI,2552
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,,LAKI LAKI,1547
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,,LAKI LAKI,2481
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,,LAKI LAKI,1609
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,,LAKI LAKI,2160
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,DUKUH,,LAKI LAKI,1215
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,,LAKI LAKI,2372
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,,LAKI LAKI,1275
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,CILILITAN,,LAKI LAKI,1976
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,CAWANG,,LAKI LAKI,1670
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,GEDONG,,LAKI LAKI,1602
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,BARU,,LAKI LAKI,1314
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,,LAKI LAKI,1796
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,KALISARI,,LAKI LAKI,1835
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,PEKAYON,,LAKI LAKI,2106
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,,LAKI LAKI,4569
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,RAWA TERATE,,LAKI LAKI,1426
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,,LAKI LAKI,4418
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,,LAKI LAKI,2917
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,PULO GEBANG,,LAKI LAKI,3972
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,,LAKI LAKI,1363
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,,LAKI LAKI,3033
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,,LAKI LAKI,2435
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,,LAKI LAKI,2729
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,KLENDER,,LAKI LAKI,3501
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,,LAKI LAKI,2837
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,,LAKI LAKI,1310
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,,LAKI LAKI,1470
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,,LAKI LAKI,1452
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MAKASAR,MAKASAR,,LAKI LAKI,1641
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MAKASAR,PINANG RANTI,,LAKI LAKI,1251
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MAKASAR,KEBON PALA,,LAKI LAKI,2358
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,,LAKI LAKI,1297
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,,LAKI LAKI,1863
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIRACAS,CIRACAS,,LAKI LAKI,2933
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIRACAS,CIBUBUR,,LAKI LAKI,2891
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,,LAKI LAKI,2048
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIRACAS,SUSUKAN,,LAKI LAKI,1872
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIRACAS,RAMBUTAN,,LAKI LAKI,1723
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,,LAKI LAKI,1097
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,,LAKI LAKI,1163
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,,LAKI LAKI,1056
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,MUNJUL,,LAKI LAKI,1032
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,SETU,,LAKI LAKI,833
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,,LAKI LAKI,1164
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,,LAKI LAKI,2926
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,CEGER,,LAKI LAKI,864
2013,2013,PROVINSI DKI JAKARTA,KAB ADM KEP SERIBU,KEP SERIBU UTR,P KELAPA,,PEREMPUAN,84
2013,2013,PROVINSI DKI JAKARTA,KAB ADM KEP SERIBU,KEP SERIBU UTR,P HARAPAN,,PEREMPUAN,261
2013,2013,PROVINSI DKI JAKARTA,KAB ADM KEP SERIBU,KEP SERIBU SLT,P UNTUNG JAWA,,PEREMPUAN,231
2013,2013,PROVINSI DKI JAKARTA,KAB ADM KEP SERIBU,KEP SERIBU SLT,P TIDUNG,,PEREMPUAN,106
2013,2013,PROVINSI DKI JAKARTA,KAB ADM KEP SERIBU,KEP SERIBU SLT,P PARI,,PEREMPUAN,124
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,GAMBIR,GAMBIR,,PEREMPUAN,144
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,GAMBIR,CIDENG,,PEREMPUAN,687
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,,PEREMPUAN,812
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,,PEREMPUAN,783
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,GAMBIR,KEBON KELAPA,,PEREMPUAN,530
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,GAMBIR,DURI PULO,,PEREMPUAN,1026
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,PASAR BARU,,PEREMPUAN,484
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,KARANG ANYAR,,PEREMPUAN,1226
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,KARTINI,,PEREMPUAN,1001
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,GUNUNG SAHARI UTARA,,PEREMPUAN,669
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,,PEREMPUAN,1304
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,,PEREMPUAN,949
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,,PEREMPUAN,1102
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,,PEREMPUAN,975
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,,PEREMPUAN,1155
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,,PEREMPUAN,845
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,,PEREMPUAN,1344
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,,PEREMPUAN,938
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,,PEREMPUAN,1294
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SENEN,SENEN,,PEREMPUAN,290
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SENEN,KENARI,,PEREMPUAN,431
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SENEN,PASEBAN,,PEREMPUAN,1071
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SENEN,KRAMAT,,PEREMPUAN,1386
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SENEN,KWITANG,,PEREMPUAN,655
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SENEN,BUNGUR,,PEREMPUAN,897
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,,PEREMPUAN,889
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,,PEREMPUAN,1367
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,,PEREMPUAN,880
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,MENTENG,,PEREMPUAN,1087
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,PEGANGSAAN,,PEREMPUAN,1002
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,CIKINI,,PEREMPUAN,375
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,GONDANGDIA,,PEREMPUAN,163
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,KEBON SIRIH,,PEREMPUAN,587
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,GELORA,,PEREMPUAN,122
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,,PEREMPUAN,938
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,,PEREMPUAN,736
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,,PEREMPUAN,1613
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,,PEREMPUAN,1585
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,,LAKI LAKI,1145
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,KLENDER,,LAKI LAKI,1127
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,,LAKI LAKI,1363
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,,LAKI LAKI,527
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,,LAKI LAKI,496
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,,LAKI LAKI,629
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MAKASAR,MAKASAR,,LAKI LAKI,632
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MAKASAR,PINANG RANTI,,LAKI LAKI,383
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MAKASAR,KEBON PALA,,LAKI LAKI,812
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,,LAKI LAKI,275
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,,LAKI LAKI,750
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIRACAS,CIRACAS,,LAKI LAKI,1033
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIRACAS,CIBUBUR,,LAKI LAKI,1033
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,,LAKI LAKI,787
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIRACAS,SUSUKAN,,LAKI LAKI,606
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIRACAS,RAMBUTAN,,LAKI LAKI,539
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,,LAKI LAKI,374
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,,LAKI LAKI,267
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,,LAKI LAKI,271
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,MUNJUL,,LAKI LAKI,302
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,SETU,,LAKI LAKI,254
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,,LAKI LAKI,377
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,,LAKI LAKI,959
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,CEGER,,LAKI LAKI,279
2013,2013,PROVINSI DKI JAKARTA,KAB ADM KEP SERIBU,KEP SERIBU UTR,P PANGGANG,,LAKI LAKI,36
2013,2013,PROVINSI DKI JAKARTA,KAB ADM KEP SERIBU,KEP SERIBU UTR,P KELAPA,,LAKI LAKI,12
2013,2013,PROVINSI DKI JAKARTA,KAB ADM KEP SERIBU,KEP SERIBU UTR,P HARAPAN,,LAKI LAKI,18
2013,2013,PROVINSI DKI JAKARTA,KAB ADM KEP SERIBU,KEP SERIBU SLT,P UNTUNG JAWA,,LAKI LAKI,40
2013,2013,PROVINSI DKI JAKARTA,KAB ADM KEP SERIBU,KEP SERIBU SLT,P TIDUNG,,LAKI LAKI,18
2013,2013,PROVINSI DKI JAKARTA,KAB ADM KEP SERIBU,KEP SERIBU SLT,P PARI,,LAKI LAKI,21
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,GAMBIR,GAMBIR,,LAKI LAKI,68
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,GAMBIR,CIDENG,,LAKI LAKI,413
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,,LAKI LAKI,398
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,,LAKI LAKI,328
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,GAMBIR,KEBON KELAPA,,LAKI LAKI,246
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,GAMBIR,DURI PULO,,LAKI LAKI,409
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,PASAR BARU,,LAKI LAKI,407
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,KARANG ANYAR,,LAKI LAKI,567
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,KARTINI,,LAKI LAKI,542
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,GUNUNG SAHARI UTARA,,LAKI LAKI,458
